expocode,platform_name,platform_type,organization,investigators,country
316420140612,Crimp2_158W_21N,Mooring,NOAA PMEL,"Sutton, A. : De Carlo, E. : Tomlinson, M.",USA
316420140618,Papa_145W_50N,Mooring,NOAA PMEL,"Sutton, A. : Emerson, S.",USA
316420140621,TAO110W_0N,Mooring,NOAA PMEL,"Sutton, A.",USA
316420140624,KEO_145E_32N,Mooring,NOAA PMEL,"Sutton, A. : Emerson, S.",USA
316420140625,LaPush_125W_48N,Mooring,NOAA PMEL,"Sutton, A. : Sabine, C. : Newton, J. : Mickett, J. : Musielewicz, S. : Maenner, S. : Dietrich, C. : Bott, R. : Osborne, J.",USA
316420140709,Cape Elizabeth,Mooring,NOAA PMEL,"Sutton, A.",USA
316420140721,Mooring,Mooring,NOAA PMEL : Bermuda Inst Ocean Sci,"Sutton, A. : Sabine, C. : Andersson, A. : Bates, N.R. : Musielewicz, S. : Maenner, S. : Dietrich, C. : Bott, R. : Osborne, J.",USA
316420140723,Mooring,Mooring,NOAA PMEL : Bermuda Inst Ocean Sci,"Sutton, A. : Sabine, C. : Andersson, A. : Bates, N.R. : Musielewicz, S. : Maenner, S. : Dietrich, C. : Bott, R. : Osborne, J.",USA
316420140730,Exploratorium,Mooring,NOAA PMEL,"Sutton, A. : Sabine, C. : Maenner, S. : Musielewicz, S. : Bott, R. : Osborne, J.",USA
316420140801,WHOTS_158W_23N,Mooring,NOAA PMEL,"Sutton, A. : Weller, B. : Pluddemann, A.",USA
316420140821,Iceland_12W_68N,Mooring,NOAA PMEL : MFRI Iceland,"Sutton, A. : Olafsson, J. : Olafsdottir, S.R. : Valdimarsson, H.",USA
316420140906,TAO125W_0N,Mooring,NOAA PMEL,"Sutton, A.",USA
316420140916,TAO140W_0N,Mooring,NOAA PMEL,"Sutton, A.",USA
316420140925,NH_70W_43N,Mooring,NOAA PMEL : Univ New Hampshire,"Sutton, A. : Vandemark, D. : Salisbury, J.",USA
316420141006,Mooring,Mooring,NOAA PMEL : Bermuda Inst Ocean Sci,"Sutton, A. : Sabine, C. : Andersson, A. : Bates, N.R. : Musielewicz, S. : Maenner, S. : Dietrich, C. : Bott, R. : Osborne, J.",USA
316420141013,ChuukK1_152E_7N,Mooring,NOAA PMEL : KIOST,"Sutton, A. : Noh, J.H. : Lee, C.",USA
316420141015,TAO170W_0N,Mooring,NOAA PMEL,"Sutton, A.",USA
316420141024,GraysReef_81W_31N,Mooring,NOAA PMEL,"Sutton, A. : Noakes, S.",USA
316420141026,CCE1_122W_33N,Mooring,NOAA PMEL : Scripps Inst Ocean,"Sutton, A. : Send, U.",USA
316420141028,TAO165E_0N,Mooring,NOAA PMEL,"Sutton, A.",USA
316420141118,TAO155W_0N,Mooring,NOAA PMEL,"Sutton, A.",USA
316420150122,LaParguera_67W_18N,Mooring,NOAA PMEL : Univ Puerto Rico,"Sutton, A. : Corredor, J. : Morell, J.",USA
316420150128,SOUTHEAST_AK_56N_134W,Mooring,NOAA PMEL : Univ Alaska,"Cross, J. : Mathis, J. : Monacci, N. : Musielewicz, S. : Maenner, S. : Osborne, J.",USA
316420150130,Kodiak_152W_21N,Mooring,NOAA PMEL,"Cross, J.",USA
316420150311,GAKOA_149W_60N,Mooring,NOAA PMEL : Univ Alaska,"Cross, J. : Mathis, J. : Monacci, N. : Musielewicz, S. : Maenner, S. : Osborne, J.",USA
316420150323,TAO140W_0N,Mooring,NOAA PMEL,"Sutton, A.",USA
316420150325,Cheeca_80W_25N,Mooring,NOAA PMEL,"Sutton, A. : Manzello, D.",USA
316420150325-2,SOFS_142E_46S,Mooring,NOAA PMEL,"Sutton, A. : Trull, T.",USA
316420150331,CoastalMS_89W_30N,Mooring,NOAA PMEL : Univ Southern Mississippi,"Sutton, A. : Howden, S.",USA
316420150405,KiloNalu_158W_21N,Mooring,NOAA PMEL,"Sutton, A. : De Carlo, E. : Tomlinson, M.",USA
316420150422,STRATUS_85W_20S,Mooring,NOAA PMEL,"Sutton, A. : Weller, B. : Pluddemann, A.",USA
316420150428,CCE2_121W_34N,Mooring,NOAA PMEL : Scripps Inst Ocean,"Sutton, A. : Send, U.",USA
316420150429,TAO110W_0N,Mooring,NOAA PMEL,"Sutton, A.",USA
316420150501,M2_164W_57N,Mooring,NOAA PMEL,"Cross, J.",USA
316420150523,LaPush_125W_48N,Mooring,NOAA PMEL,"Sutton, A. : Sabine, C. : Newton, J. : Mickett, J. : Musielewicz, S. : Maenner, S. : Dietrich, C. : Bott, R. : Osborne, J.",USA
316420150616,Papa_145W_50N,Mooring,NOAA PMEL,"Sutton, A.",USA
316420150622,Iceland_12W_68N,Mooring,NOAA PMEL,"Sutton, A. : Olafsson, J. : Valdimarsson, H.",USA
316420150622-2,WA_125W_47N,Mooring,NOAA PMEL,"Sutton, A.",USA
316420150702,Twanoh_123W_47N,Mooring,NOAA PMEL,"Sutton, A. : Newton, J. : Mickett, J.",USA
316420150712,WHOTS_158W_23N,Mooring,NOAA PMEL,"Sutton, A. : Weller, B. : Pluddemann, A.",USA
316420150727,HogReef_64W_32N,Mooring,NOAA PMEL,"Sutton, A. : Andersson, A.",USA
316420150729,Crescent_64W_32N,Mooring,NOAA PMEL,"Sutton, A. : Andersson, A.",USA
316420150807,Crimp2_158W_21N,Mooring,NOAA PMEL : Univ Hawaii,"Sutton, A. : DeCarlo, E.",USA
316420150907,KEO_145E_32N,Mooring,NOAA PMEL,"Sutton, A. : Cronin, M.",USA
316420151004,NH10_124W_44N,Mooring,NOAA PMEL,"Sutton, A. : Hales, B.",USA
316420151007,KiloNalu_158W_21N,Mooring,NOAA PMEL,"Sutton, A. : De Carlo, E. : Tomlinson, M.",USA
316420151102,Kaneohe_158W_21N,Mooring,NOAA PMEL,"Sutton, A. : De Carlo, E.",USA
316420151120,CCE1_122W_33N,Mooring,NOAA PMEL : Scripps Inst Ocean,"Sutton, A. : Send, U.",USA
316420151130,TAO170W_0N,Mooring,NOAA PMEL,"Sutton, A.",USA
316420151203,ChuukK1_152E_7N,Mooring,NOAA PMEL,"Sutton, A. : Noh, J.H. : Kim, S.",USA
316420151222,LaParguera_67W_18N,Mooring,NOAA PMEL : Univ Puerto Rico,"Sutton, A. : Corredor, J. : Morell, J.",USA
316420160107,NH_70W_43N,Mooring,NOAA PMEL : Univ New Hampshire,"Sutton, A. : Vandemark, D. : Salisbury, J.",USA
316420160113,Dabob_122W_48N,Mooring,NOAA PMEL,"Sutton, A. : Newton, J. : Mickett, J.",USA
316420160121,Alawai_158W_21N,Mooring,NOAA PMEL : Univ Hawaii,"Sutton, A. : DeCarlo, E. : Tomlinson, M.",USA
316420160227,TAO140W_0N,Mooring,NOAA PMEL,"Sutton, A.",USA
316420160306,BOBOA_90E_15N,Mooring,NOAA PMEL,"Sutton, A. : O Brien, C. : Hermes, R.",USA
316420160308,GAKOA_149W_60N,Mooring,NOAA PMEL,"Cross, J.",USA
316420160308-2,TAO125W_0N,Mooring,NOAA PMEL,"Sutton, A.",USA
316420160317,SOFS_142E_46S,Mooring,NOAA PMEL,"Sutton, A. : Trull, T.",USA
316420160319,LaPush_125W_48N,Mooring,NOAA PMEL,"Sutton, A. : Newton, J. : Mickett, J.",USA
316420160413,TAO110W_0N,Mooring,NOAA PMEL,"Sutton, A.",USA
316420160505,M2_164W_57N,Mooring,NOAA PMEL,"Cross, J.",USA
316420160513,Cheeca_80W_25N,Mooring,NOAA PMEL,"Sutton, A. : Manzello, D.",USA
316420160517,CCE2_121W_34N,Mooring,NOAA PMEL : Scripps Inst Ocean,"Sutton, A. : Send, U. : Ohman, M.",USA
316420160615,Papa_145W_50N,Mooring,NOAA PMEL,"Sutton, A.",USA
316420160621,STRATUS_85W_20S,Mooring,NOAA PMEL,"Sutton, A. : Weller, B. : Pluddemann, A.",USA
316420160628,WHOTS_158W_23N,Mooring,NOAA PMEL,"Sutton, A. : Weller, B. : Pluddemann, A.",USA
316420160712,TAO165E_0N,Mooring,NOAA PMEL,"Sutton, A.",USA
316420160713,WA_125W_47N,Mooring,NOAA PMEL,"Sutton, A.",USA
316420160716,TAO165E_8S,Mooring,NOAA PMEL,"Sutton, A.",USA
316420160731,KEO_145E_32N,Mooring,NOAA PMEL,"Sutton, A. : Cronin, M.",USA
316420160805,GraysReef_81W_31N,Mooring,NOAA PMEL : Univ Delaware,"Sutton, A. : Cai, W.-J. : Noakes, S.",USA
316420160813,Crescent_64W_32N,Mooring,NOAA PMEL,"Sutton, A. : Andersson, A.",USA
316420160814,HogReef_64W_32N,Mooring,NOAA PMEL : Bermuda Inst Ocean Sci,"Sutton, A. : Andersson, A. : Bates, N.R.",USA
316420160817,Iceland_13W_68N,Mooring,NOAA PMEL : MFRI Iceland,"Sutton, A. : Olafsdottir, S.R.",USA
316420160827,NH10_124W_44N,Mooring,NOAA PMEL,"Sutton, A.",USA
316420160829,TAO170W_0N,Mooring,NOAA PMEL,"Sutton, A.",USA
316420160831,LaParguera_67W_18N,Mooring,NOAA PMEL : Univ Puerto Rico,"Sutton, A. : Corredor, J. : Morell, J.",USA
316420160923,CoastalMS_89W_30N,Mooring,NOAA PMEL : Univ Southern Mississippi,"Sutton, A. : Howden, S.",USA
316420161005,TAO155W_0N,Mooring,NOAA PMEL,"Sutton, A.",USA
316420161009,CCE1_122W_33N,Mooring,NOAA PMEL : Scripps Inst Ocean,"Sutton, A. : Send, U. : Ohman, M.",USA
316420161027,LaPush_125W_48N,Mooring,NOAA PMEL,"Sutton, A. : Mickett, J. : Newton, J.",USA
